State;County;TxMalad;DecesTx;MedAge;naissance;assurPub;PctAfro
Georgia;Taylor;381,3;161,2;41,45;3,978779841;25,4;3,69499392110238
Michigan;Menominee;310,1;185;47,35;5,558035714;20,1;0,235571797321065
Georgia;Morgan;471,5;172,3;43,15;3,7027833;17;3,18547501469712
New York;Oneida;501,5;173,9;41,15;5,551134489;23,7;1,94893449140379
New Jersey;Cumberland;511,3;189,6;37,2;5,846434788;24;3,06686229776897
Texas;Fannin;410,4;179,1;41,35;4,543403039;19,1;2,05455519508987
Wisconsin;Shawano;457,1;168;44,4;4,11444786;19,1;0,253648182623241
Virginia;York;389,3;152,3;39,1;4,925163106;6,2;2,67481400251282
Montana;Cascade;453,7;165,2;38,05;5,796213808;17;0,807608562070755
Illinois;Menard;486,6;199,6;42,65;5,225019069;17,3;0,639769155156295
Louisiana;Calcasieu;490,4;192,2;36,1;6,064227035;19,6;3,25434421570339
Ohio;Highland;427;199,8;40;6,779300818;26,7;0,86734767225681
Georgia;Elbert;454,2;176,8;41,4;7,219802888;27,3;3,44448263458886
New Hampshire;Grafton;435,5;155;41,8;6,078496198;14;0,626975377009184
Tennessee;Blount;494,2;172,5;42,45;4,324151185;17,5;1,36149829879753
Ohio;Lorain;465,9;182,1;40,95;4,894050891;18,5;2,23709680619849
New York;Jefferson;500,8;177;32,05;7,816390603;19,8;1,87579275272111
Texas;Cherokee;454,8;174,1;37,85;5,031504818;22,5;2,74584394726322
Washington;Columbia;476,2;194,4;49,3;5,205479452;26,2;0,300819265899309
Tennessee;Wayne;434,8;201,4;43,05;6,408629442;27;1,97028122954166
Ohio;Pike;468;217,9;40,85;5,373276272;31,4;0,529027739750518
Texas;Wheeler;434,9;193,7;39,05;7,705934455;13;1,18735271848399
Minnesota;Waseca;453,5494221;163;38,9;6,458604248;15,5;1,33067658013075
Illinois;McLean;472,1;168,5;32,7;4,528860796;12,6;2,19747357944373
Virginia;Henry;437,1;194,2;45,55;6,007452513;22,2;3,14760900119629
North Dakota;Pierce;357,4;106,5;47,5;9,305373526;9;0,420893448157601
Iowa;Keokuk;466,9;169,3;44,3;5,769230769;20,8;0
Pennsylvania;Delaware;525,2;187,4;38,75;5,543922993;14,6;3,08038926548629
Michigan;Baraga;395,4;182,5;44,15;4,516129032;17,3;2,97003080941899
Alabama;Marengo;458,4;190,3;42;4,656703487;23,7;3,95944364784968
Texas;Wise;389,3;180;39,2;7,013024188;16;0,782564779066885
Texas;Castro;376,9;163,3;34,55;7,665301346;23;0,448639642674807
New Mexico;Union;303;151,6;41,7;3,536585366;28,1;1,34410543068495
Kansas;Cheyenne;453,5494221;150;49,45;10,77586207;9,7;0
North Dakota;Bottineau;430,4;174,1;45,45;4,568106312;8,9;0,636237011022477
Virginia;Grayson;355,3;196;47,8;6,072477963;26,7;1,31960021883291
Indiana;Posey;450,8;168,7;42,65;6,012884753;11,7;0,844119079412119
Illinois;Kane;446,2;156,6;35,9;5,683202717;18,3;1,87873258313844
Arkansas;Woodruff;492,6;215,9;43,75;5,860805861;34,3;3,3237762606255
New Mexico;San;356,1;136,7;34,15;6,09617959;24,4;0,439681297702366
Nebraska;Dakota;396;177,8;33,65;9,833738848;16,8;1,63608237151754
Georgia;Berrien;426,9;180,7;39,25;5,015887426;22;2,52016717516826
Ohio;Fulton;359,6;181,2;39,35;6,632331301;14,3;0,449328254753991
Kansas;Rawlins;453,5494221;177,8;50,55;10,28708134;12,4;0,302793254756314
Arkansas;Miller;423,4;212,3;38,25;7,403380449;23,9;3,25491955637075
South Carolina;Chesterfield;428,1;206,2;40,8;4,348232654;26,8;3,53224184890802
Texas;Hays;399,8;149,5;31;4,207066557;10,6;1,51035653698199
Iowa;Worth;470;136,5;44,8;8,33867864;16,1;0,67560696647587
Florida;Gilchrist;383,8;209,2;41,15;6,283213504;22,5;1,96049920085132
Wisconsin;Oconto;483,9;184,3;45,4;5,631220534;17,3;0,21952938567864
South Carolina;Fairfield;460,4;201,9;44,15;2,009646302;26,3;4,06798317006416
Missouri;Ray;472,9;204,2;41,6;4,663623735;14,5;0,85641156626119
Alabama;Dale;459,6;189,1;36,7;4,908292431;18;3,02765034877349
South Dakota;Hamlin;403,4;145,4;36,05;11,43878463;12,5;0,110662383882451
Minnesota;Wilkin;453,5494221;122,5;43,8;7,810107198;12,7;0,278986700038756
Oregon;Polk;469,8;165,5;37,45;4,832893816;18,2;0,518489286938728
Arizona;La;332;126,1;54,85;4,686489981;31,3;0,179572103843222
Ohio;Montgomery;451,9;186,9;39,35;5,362001513;22,4;3,07504820642146
Ohio;Williams;412,3;185,1;41,6;7,598197038;18,7;0,78647117556813
Massachusetts;Hampden;442,9;180;38,55;4,653517654;29,2;2,26769832076863
Texas;Terry;424,4;178,9;34,4;2,46365105;25,7;1,79261299736926
Idaho;Custer;447,3;160,5;51,35;3,808180536;14;0
Nebraska;Kearney;440,9;136,4;41,5;12,76119403;10,6;0,14210273796555
Florida;Citrus;452,5;184,3;55,25;3,923080412;24,4;1,38439142468428
North Carolina;Davidson;488,6;177,5;41,55;5,03246323;21;2,33482829648016
Georgia;Oconee;465,6;140,8;39,55;3,593692703;8,7;1,93126859906911
Illinois;Lee;484,1;194,2;42,5;5,709342561;15;1,80623813333663
New York;Montgomery;511;170,1;40,75;6,043704855;26,2;1,1408451277989
New Jersey;Monmouth;529,6;168,6;42,25;4,571872443;10,7;2,11459766687395
California;Tehama;473,2;174;40,65;4,096971483;28;0,41098149217855
Georgia;Richmond;453,5;197,6;33,6;6,251597303;23,4;4,02232154519194
Texas;Baylor;458,2;212,3;48,2;6,068601583;13,3;1,06535684235933
Louisiana;Orleans;466;193,6;35,4;5,131693567;25,8;4,103287619609
Michigan;Jackson;473,5;193,8;40,5;5,040777373;19,9;2,25395575186689
South Dakota;Brown;405,4;154,6;37,9;4,909236214;13,3;0,918495341535446
Texas;Armstrong;435,7;213,4;45,45;2,949061662;11,7;0,781037395841383
Alabama;Geneva;488;200,3;42,4;5,630397237;24,4;2,29270990382167
Georgia;Bulloch;418,9;184,2;26,7;3,911889349;15,7;3,38218636196199
Montana;Daniels;444;197,5;50,15;7,560137457;11,7;0
Arkansas;White;473,3;201,4;36,1;5,493655215;20,9;1,72109435657489
Texas;Andrews;401,3;182,2;32,1;10,78180889;14,6;1,08561210561687
Iowa;Decatur;458,3;209,1;37,35;5,356186395;20,9;0,987700367991425
Wisconsin;La;457,2;160;35,4;4,937288473;13,7;0,870947562227151
Virginia;Russell;365,4;212;43,9;3,255738239;23,5;0,711650799804494
Texas;Kimble;376,8;183,1;53,3;6,469002695;16,7;0,0220467485479011
Minnesota;Brown;453,5494221;161,5;43,6;5,656722201;11;0,37085846929627
Mississippi;Humphreys;560,9;220,9;34,9;9,134847753;39,8;4,33599202047455
Mississippi;Scott;535,9;211;35,85;5,869989491;24,9;3,64625345131757
Wyoming;Carbon;426,1;151,5;39;5,625;13;0,879837898237724
Michigan;Emmet;489,1;168;44,2;5,055523086;16,2;0,558516216199363
Minnesota;Kittson;453,5494221;168,3;48,15;6,869220608;16,2;0,47167633636583
Mississippi;Marshall;438,7;213,6;39,6;3,7384301;26;3,88360882750617
Arkansas;Hempstead;380,6;185;38,7;6,208291203;30,3;3,42807736411627
New Mexico;Sierra;424,2;190,3;55,6;8,198614319;27,8;0,375903435862501
Michigan;Gogebic;324,9;195,2;48,2;2,773556231;21,8;1,71721713865181
Missouri;Morgan;425,7;203,7;46,65;6,885245902;21,3;0,806939293735521
New York;Livingston;462,2;172;40,25;5,026285421;15,8;1,23809485289039
Georgia;Lumpkin;536,1;158,1;36,05;3,509433962;15,4;1,18290246797207
Texas;Sutton;350,1;138,2;35,85;6,41025641;9;0,504146788919354
Iowa;Mahaska;482,1;190,3;39,75;3,880659295;16,7;0,868853465445726
Michigan;Oakland;495,7;159,6;40,75;5,31040591;11,3;2,70029666531354
New York;New;463,9;145,2;36,6;3,548717991;19,7;2,77390707845121
California;Colusa;400,2;153,3;34,05;6,602564103;30,9;0,533998677142538
Mississippi;Jefferson;464,5;216,1;43,35;7,061933535;28,4;4,13090794137849
Kentucky;Fayette;496;176;34,1;4,844986927;14,7;2,74304799874732
Alaska;Kodiak;416,6;181,9;32,35;6,768558952;14,6;0,386852640450945
Nevada;Douglas;453,5494221;145,2;49,35;5,193753615;12,9;0,441084315412886
Illinois;Livingston;519;176,6;41,45;7,034382214;18,9;1,8595239958972
Mississippi;Leake;475,7;236;34,95;4;25,4;3,74619628226679
Virginia;Pulaski;390,6;185,8;45,5;6,174957118;16,7;1,92175608461114
South Carolina;Beaufort;442,1;146,9;42,8;6,319887594;16,8;2,97612108768173
Idaho;Valley;410,8;131,6;49,4;1,604584527;19,4;0,0403280450272881
Texas;Burnet;419,3;160;43,9;4,124513619;19,2;1,20870064644637
Virginia;Alleghany;401,8;189,5;47,1;8,070065687;18,9;1,839068531075
Oregon;Marion;470,8;168,9;35,95;6,037989127;22,9;0,703825932683575
South Dakota;Moody;403,5;166;41,05;10,9939759;15,9;0,565874862425631
Ohio;Portage;458,7;186,3;37,5;3,908475144;15,5;1,58999339945133
Minnesota;Wadena;453,5494221;187,9;43,15;5,574778931;25,1;0,668907804704785
Michigan;Hillsdale;396,3;187,5;42;6,309693152;18,9;0,491337729072309
Virginia;Prince;410,4;188,8;31,75;7,608005083;16;3,52376885207345
Nebraska;Platte;424,5;155,1;37,85;5,33869116;9,9;0,24350947091188
Louisiana;Livingston;494,6;186,5;35,4;5,711293942;18,8;1,966708875738
Texas;Henderson;457,8;190;43,1;5,769695505;21,8;2,05459610031799
Georgia;Candler;372,4;174,8;36,7;3,962338172;25,7;3,23311893606588
South Carolina;Pickens;470,4;165,3;35,7;4,192927752;17,4;2,03761278872542
Utah;Rich;347,2;166,4;34,25;7,99086758;17,4;0,083660802160996
Virginia;Virginia;435,6;168,1;35,25;5,841796248;9,2;3,01102771362701
Mississippi;Jones;446,7;178,6;36,75;8,134642356;27,6;3,39684084371649
Arkansas;Cleveland;462,3;163,4;42,25;3,533190578;24,7;2,48382890506307
New Jersey;Warren;485,9;175,1;42,55;4,839230894;12,4;1,63229592414856
Nebraska;Howard;450,8;155,2;43,15;10,27070064;11,5;0,10461973384672
Louisiana;Webster;485,3;205;40,8;6,027155315;25,1;3,56460589576219
Ohio;Champaign;462,1;190,1;41,25;4,636217581;17,8;1,0634257697065
Iowa;Washington;479,6;160,4;41,6;9,453503746;15,8;0,604958334261693
Texas;Brazoria;429,3;169,3;35,4;6,533051164;12,5;2,63885642157745
Tennessee;Fayette;471,4;174,7;43,75;5,28264626;15,6;3,35514705849813
Michigan;Kalkaska;469,6;200,7;44,4;4,369071572;22,1;0,521677727305863
Virginia;Rockbridge;338;159,2;48,15;6,476146578;15,6;1,35309008784084
Oregon;Jackson;441,7;172,4;42,75;5,016549209;24,4;0,551154549547832
New York;Wyoming;577,4;181,1;41,5;4,815216083;16,1;1,90555078381515
Texas;Bee;341;151,6;35,6;8,618283322;23,1;2,27422820758599
Oregon;Union;453,6;169;40,15;5,602240896;20,7;0,523255336627568
Kentucky;Bath;564,2;238,5;40,1;4,990825688;29,7;0,969389041880423
Georgia;Sumter;460;181,7;34,6;6,812933025;31,3;3,96390319682795
Wisconsin;St.;315,2;163,8;37,55;6,401613935;10,6;0,551029298461936
Texas;Kleberg;445,2;164,1;28,65;5,244100387;18,7;1,61989847982714
Nebraska;Garden;419,3;128,2;51,7;4,705882353;15;0,152346687325111
Texas;Yoakum;412,1;158,8;33,85;5,57582074;16,6;0,890663797551139
California;Trinity;455,5;189,4;50,3;1,470588235;30,2;0,755718520877971
Minnesota;Pennington;453,5494221;174,2;38,45;5,893845653;17,6;0,977723798199481
West Virginia;Randolph;405,2;168,6;43,4;4,231027535;23,4;1,07297280638809
North Dakota;Mountrail;485,1;196,8;35;5,573419078;7,9;0,112328509404941
North Carolina;Columbus;417,5;193,6;41,5;5,168210629;25,9;3,44825813093789
Utah;Emery;339;113,2;34,55;7,28003573;12,5;0,155108993355277
Montana;Wheatland;382;149,4;46,15;5,066666667;16,7;0
Indiana;Newton;427,8;194,1;43,05;5,900305188;17,4;0,244859518771835
Georgia;Quitman;527,2;250;49,5;8,61618799;27,8;3,91653559416697
Oklahoma;Greer;442,7;174,7;42,9;9,857723577;16,4;2,10528183457948
Alabama;Franklin;421,7;198,2;38,35;3,264508929;21,7;1,7770579270364
Texas;Bell;475,2;177,3;30,1;5,835105126;13,7;3,11496172886316
South Dakota;Beadle;424,4;161,7;38,85;6,529752501;18,2;0,22569423634958
Tennessee;Roane;492,7;198,7;46,15;3,126436782;21,9;1,29225401927996
New York;Cortland;522;181,4;36,05;3,084671073;15,4;1,01732897025521
Texas;Dickens;300,1;151,4;44,9;6,788511749;17,3;1,95922377116369
Washington;Adams;340,3;135,7;29,1;9,861143799;30,5;0,185974711723836
Texas;Haskell;387,4;172,4;45,05;4,519119351;23,9;1,45003970511938
Texas;Runnels;423;174,2;42,15;3,956148713;20,2;1,12413352273491
North Carolina;Moore;483,6;160,3;44,65;3,694753236;19,5;2,59149511495713
Nebraska;Greeley;404,4;149;46,1;6,637168142;17,1;0,522709495608563
Texas;Martin;331,3;153,2;32,55;2,11038961;12,5;1,20084529877497
Kansas;Lane;453,5494221;148,6;44,55;10,02949853;11,2;0,306324423210929
Maryland;Carroll;456,2;171,1;42,05;4,31864301;9,8;1,44763117115244
Kansas;Stafford;453,5494221;126;43,75;6,165919283;19,8;0,679160938472529
Michigan;Alger;419,3;154,2;48,75;2,429149798;18,6;2,16737587795523
Minnesota;Fillmore;453,5494221;152,7;43,05;5,655206776;14,3;0,342035856658976
North Carolina;Anson;431,1;186,1;40;9,115971329;25,5;3,90825467437889
Iowa;Cherokee;438,1;135,4;46,5;3,505447655;11,8;0,375405041574664
Nebraska;Webster;495,5;162,7;47,25;3,524229075;17,7;0,0526853461837042
Mississippi;Grenada;541,3;225,1;39,85;1,946661476;23,9;3,79807898556166
Michigan;Crawford;416,1;178,6;49,25;3,797949107;21,6;0,378845486978877
Connecticut;Windham;431,4;172,2;40,4;3,936336507;21;1,17259256054945
New York;Hamilton;526,9;194,2;52,2;4,529616725;13,6;0,408262312947103
Mississippi;Pontotoc;468,2;180,8;37,1;5,189340813;21;2,78347600757833
New Mexico;Los;406,2;114,5;43,45;5,543652919;4,2;0,395399193682139
Pennsylvania;Snyder;474,1;159,2;39,3;4,883318928;13,4;0,698799656177175
Illinois;Grundy;530,2;193,1;37,4;4,804003336;14,3;0,89769699233064
Kentucky;Martin;529,6;270,4;38,7;4,36746988;39,7;1,7450986965445
Minnesota;Todd;453,5494221;147,2;43,05;7,800672834;18,4;0,25162319905075
North Carolina;Yadkin;449,1;179,7;42,8;6,549178376;21,8;1,47739752382473
North Carolina;Chatham;427,6;146,8;46,2;5,81829259;16,7;2,58608862951151
Georgia;Grady;434,1;199,1;38,95;3,794871795;27,9;3,39238128315089
Illinois;Marshall;490,6;164,3;45,6;5,503465145;16,5;0,469808506460523
Iowa;Story;451,8;152,5;26,25;3,565762635;7,8;1,23251670891751
New Jersey;Ocean;524,9;174,2;42,75;6,13243835;19;1,4104036450706
Kentucky;Leslie;558,3;262,7;41,7;3,237555645;33,4;0,519986048467997
North Dakota;McKenzie;254,7;124,6;32,25;8,189655172;9,2;0,588248798657419
Tennessee;Pickett;483,4;160;49,05;8,686210641;21,8;0,55706200981818
Montana;Flathead;516,8;150,6;42,15;6,812139453;15,5;0,268117756727143
Texas;Montague;434,5;209,9;43,8;8,863294942;14,8;0,134314020666287
Michigan;Oscoda;404,3;199,5;51,35;5,041436464;20,6;0,363379090741969
New York;Schuyler;510,4;184,2;45,35;4,740817921;21,8;0,750924028491215
Oklahoma;Canadian;499,8;169,8;35,7;5,36432284;11,6;1,19285595206716
New York;Cayuga;470,8;158,6;42,6;5,470136014;17,9;1,67803444226807
Pennsylvania;Pike;461,5;157,4;46;5,499704317;16,1;1,92734442127201
Indiana;Boone;429,3;187,2;38,5;6,821562655;8,9;0,806227651135649
Rhode Island;Washington;492,3;162,2;43,25;3,127101547;11,2;0,903207616335402
Texas;Hutchinson;422,7;158,9;37,4;7,239057239;18,8;1,31552056284884
Wisconsin;Dane;430,7;153,8;34,65;4,458527742;10,2;1,82444508920276
Indiana;Knox;487,1;183,5;38,55;3,923660503;18,7;1,37979702356268
Texas;Archer;289,2;138,8;44,05;3,583061889;12,5;0,711264333830701
Kentucky;Pulaski;523,2;219,5;42,05;6,00624025;23,8;0,686564708548184
Nebraska;Buffalo;443,6;159,1;32,65;4,894004637;9,7;0,776542968678472
Virginia;Norfolk;480,5;193,6;30,4;6,373340936;18,7;3,76458782557024
Texas;Concho;330,7;156,8;43,15;11,55660377;24,3;0,414722177589077
Virginia;Westmoreland;450,9;179,9;46,9;3,666942377;16,8;3,37493421927886
Georgia;Randolph;374,8;127;39,5;10,85271318;30,8;4,14133206320505
Arizona;Mohave;444,9;196,6;49,15;4,575797025;29,2;0,754738026725372
